date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:36	36349/36349	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Feb%202019%2019:22:36%20GMT	https://annualreport.thecloroxcompany.com/scorecard/index.php	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/scorecard/index-2.html	(from https://annualreport.thecloroxcompany.com/scorecard/)
14:22:36	5246/5246	---M--	200	added ('OK')	text/javascript	etag:%221e817a7-147e-576e2f7b0fb9e%22	https://annualreport.thecloroxcompany.com/_js/scorecard.js	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_js/scorecard.js	(from https://annualreport.thecloroxcompany.com/scorecard/)
14:22:37	198546/198546	---M--	200	added ('OK')	image/png	etag:%221e80ec6-30792-576e2f7a21706%22	https://annualreport.thecloroxcompany.com/_images/scorecard/footprint/map.png	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/footprint/map.png	(from https://annualreport.thecloroxcompany.com/scorecard/footprint.php)
14:22:37	1365/1365	---M--	200	added ('OK')	image/svg+xml	etag:%222160e63-555-576e2f66b6fc4%22	https://annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconBlue.svg	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconBlue.svg	(from https://annualreport.thecloroxcompany.com/scorecard/footprint.php)
14:22:37	1359/1359	---M--	200	added ('OK')	image/svg+xml	etag:%222160e60-54f-576e2f66b6bdc%22	https://annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconYellow.svg	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconYellow.svg	(from https://annualreport.thecloroxcompany.com/scorecard/footprint.php)
14:22:38	1359/1359	---M--	200	added ('OK')	image/svg+xml	etag:%221e80ec9-54f-576e2f7a21aee%22	https://annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconGreen.svg	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconGreen.svg	(from https://annualreport.thecloroxcompany.com/scorecard/footprint.php)
14:22:38	1367/1367	---M--	200	added ('OK')	image/svg+xml	etag:%221e80ec8-557-576e2f7a21aee%22	https://annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconLightBlue.svg	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconLightBlue.svg	(from https://annualreport.thecloroxcompany.com/scorecard/footprint.php)
14:22:38	1359/1359	---M--	200	added ('OK')	image/svg+xml	etag:%222160e64-54f-576e2f66b73ac%22	https://annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconPurple.svg	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/footprint/iconPurple.svg	(from https://annualreport.thecloroxcompany.com/scorecard/footprint.php)
14:22:39	6658/6658	---M--	200	added ('OK')	image/png	etag:%222160e2d-1a02-576e2f66a0092%22	https://annualreport.thecloroxcompany.com/_images/scorecard/performance/image1.png	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/performance/image1.png	(from https://annualreport.thecloroxcompany.com/scorecard/performance.php)
14:22:39	7543/7543	---M--	200	added ('OK')	image/png	etag:%221e80e50-1d77-576e2f7a172f5%22	https://annualreport.thecloroxcompany.com/_images/scorecard/product/image1.png	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/product/image1.png	(from https://annualreport.thecloroxcompany.com/scorecard/product.php)
14:22:40	807/807	---M--	200	added ('OK')	image/svg+xml	etag:%221e80e34-327-576e2f7a153b5%22	https://annualreport.thecloroxcompany.com/_images/scorecard/global/up.svg	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/global/up.svg	(from https://annualreport.thecloroxcompany.com/scorecard/product.php)
14:22:41	16985/16985	---M--	200	added ('OK')	image/png	etag:%22218104c-4259-576e2f66bb9fd%22	https://annualreport.thecloroxcompany.com/_images/scorecard/people/image1.png	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/people/image1.png	(from https://annualreport.thecloroxcompany.com/scorecard/people.php)
14:22:41	14856/14856	---M--	200	added ('OK')	image/png	etag:%221e80ea8-3a08-576e2f7a1c4fd%22	https://annualreport.thecloroxcompany.com/_images/scorecard/community/image1.png	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/community/image1.png	(from https://annualreport.thecloroxcompany.com/scorecard/community.php)
14:22:41	12400/12400	---M--	200	added ('OK')	image/png	etag:%222160e40-3070-576e2f66a3f12%22	https://annualreport.thecloroxcompany.com/_images/scorecard/planet/image1.png	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/planet/image1.png	(from https://annualreport.thecloroxcompany.com/scorecard/planet.php)
14:22:42	672/672	---M--	200	added ('OK')	image/svg+xml	etag:%222160df6-2a0-576e2f669b659%22	https://annualreport.thecloroxcompany.com/_images/scorecard/global/down.svg	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/scorecard/global/down.svg	(from https://annualreport.thecloroxcompany.com/scorecard/planet.php)
14:22:42	13861/13861	---M--	200	added ('OK')	image/png	etag:%221e80a85-3625-576e2f79c1004%22	https://annualreport.thecloroxcompany.com/_images/recognitions/company/logo1.png	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/recognitions/company/logo1.png	(from https://annualreport.thecloroxcompany.com/recognitions/)
14:22:43	24810/24810	---M--	200	added ('OK')	image/png	etag:%221e80a89-60ea-576e2f79c13ec%22	https://annualreport.thecloroxcompany.com/_images/recognitions/company/logo2.png	C:/My%20Web%20Sites/Josh%20Site/annualreport.thecloroxcompany.com/_images/recognitions/company/logo2.png	(from https://annualreport.thecloroxcompany.com/recognitions/)
